PC1,PC2,CUST_ID,cluster
-1.683648791533597,-1.072241484970285,C10001,4
-1.1340849338928765,2.509149806907929,C10002,2
0.9693949881955963,-0.3835769025902046,C10003,0
-0.8882203933584536,0.004648422505489056,C10004,4
-1.6000209527055864,-0.6837952385254046,C10005,4
0.25296133640780843,-0.7763781138146602,C10006,0
6.350168698529913,-0.7045601665736853,C10007,1
0.2760802328972671,-1.2881453645406133,C10008,0
-0.44216972843857283,-0.45949624085317164,C10009,0
-0.5638290416090286,-0.36672094793050464,C10010,4
0.5412243386462243,-1.3094738444543972,C10011,0
-0.6860707804980902,-0.783663136234604,C10012,0
1.9785453477493253,-1.3236240584287375,C10013,0
1.559261187423514,-0.8806174603109723,C10014,0
-1.5865046128853832,0.23823479574699488,C10015,4
0.7952326246689939,1.8483049587987805,C10016,2
-2.0958081864395757,0.9594123107442605,C10017,4
-0.959085198060845,-1.5757743967185465,C10018,0
0.5009050066538864,-0.09518659540234821,C10019,0
0.797802684670769,0.06168003620584455,C10020,0
-0.1271660733979749,-0.05405362637439085,C10021,0
5.528002479957904,1.7343578704202793,C10022,1
0.41506038605747614,-1.7388763867301784,C10023,0
2.807502895980753,3.6941827605483395,C10024,2
-1.4207512147115384,1.9315859216501035,C10025,4
0.16263382463230244,-1.6310025262215897,C10026,0
-1.4420878020444892,0.43542777309663944,C10027,4
-0.050631486064483255,-1.7705273031474416,C10028,0
-0.005996130748911547,4.1311050254786394,C10029,2
-0.7716181604000295,-0.8628181368044061,C10030,4
3.7644917021812176,4.2939890605459565,C10031,2
1.409325389937781,-0.6867292166929521,C10032,0
-0.5644573526646813,2.13931148432298,C10033,2
0.37248800346618544,-1.4611912881391802,C10034,0
2.032723142172893,1.426967735433521,C10035,1
-1.7597171841358092,-0.1747248561403831,C10036,4
-1.4149648379145399,5.479818456347464,C10037,2
1.8466985644507365,1.2535500981384897,C10038,1
-0.9517340961140692,3.147806591010667,C10039,2
0.6684435451586828,3.5123007507811472,C10040,2
-1.7522811093257211,0.7081708723651104,C10041,4
0.447417593828157,0.653624513881685,C10043,0
-1.1120842562344018,0.30998574617015523,C10044,4
-1.8127035666410523,0.01736823616895632,C10045,4
1.891685812870974,-0.08378939644854937,C10046,1
-0.8932037348736033,-0.12958373746619678,C10047,4
-1.7957884352907225,-0.737957606961061,C10048,4
-1.7981020400860106,2.031817554378639,C10049,4
3.542874684288398,-2.013151717113968,C10050,1
-1.0852504706414134,-0.12049399253675264,C10051,4
0.36880812479480773,7.147456036312244,C10052,2
1.5428992982206566,-0.8323339876582637,C10053,0
-1.7255477366096434,0.47628217001157663,C10054,4
0.4701426204485838,-0.10395588073004951,C10055,0
-0.7346705448951725,-1.6541532986554726,C10056,0
-0.47160410677487835,-0.35189220344516553,C10057,4
-1.12294566141686,1.264622478648751,C10058,4
4.007176261101996,0.05864977780490776,C10059,1
-1.5738471521393158,0.8910006226549099,C10060,4
-0.4853164772076051,1.6472629396136125,C10061,4
-0.9057062630410052,-0.049542736574977604,C10062,4
-1.5357553771830126,-0.49885346593699975,C10063,4
-1.6579896693862046,2.1868709505854986,C10064,2
-1.8086795808462057,-1.3280135105522888,C10065,4
2.1510411591699854,-0.16761244869336137,C10067,1
-0.3997235515946856,-0.725679502162474,C10068,0
-2.1830075149062544,-0.2065813724010072,C10069,4
-1.8990542774609276,0.9418263345282346,C10070,4
0.5543458733703036,0.2597212483783094,C10071,0
-0.38750981529880657,-0.4085183770728099,C10072,0
0.39626690914181817,1.0702443796405978,C10073,4
4.767085626318389,10.953197935307484,C10074,2
-1.6448651304204724,0.33669717833271207,C10075,4
-0.5311485219343737,-0.7287656564689009,C10077,0
-0.6500180802195712,-0.5718003241462185,C10078,4
0.7738071613666242,0.1656325607363372,C10079,0
1.3623708425636547,-0.10987553189011877,C10080,0
-0.32952338140493687,-1.2667683829301655,C10081,0
-1.639333096277131,0.2086811175670272,C10082,4
0.021995876143789297,3.1126539818270964,C10083,2
-0.14898246066316911,-1.3508225429242278,C10084,0
-1.8889924458855403,0.5963259860728229,C10085,4
-0.3937210129830072,-0.9569317178036112,C10086,0
-0.48763748899263676,-2.130991855690628,C10087,0
3.932350026730229,0.31647322434552705,C10088,1
2.2243299554119855,-0.8591790255774546,C10089,1
2.2988514323168814,4.983204571664306,C10090,2
3.267496245924658,5.002366683872818,C10092,2
-1.2278403599504293,0.5100122354312331,C10093,4
-1.3695992130147518,3.3311500265340435,C10094,2
4.9381752642374135,2.1681686021994904,C10095,1
0.4248373419771133,2.5448198740503725,C10096,2
-1.5979110078003158,-0.21525009844832158,C10097,4
-1.2457658624611425,-0.5893349557791793,C10098,4
-1.1083001997503679,-0.44755880260029823,C10099,4
-1.7769140233379472,-0.16279893336589937,C10100,4
0.1888269665141073,-0.508523693825038,C10101,0
-1.8195623309041085,1.822900153737547,C10102,4
-0.9847188705643023,-1.6664277648763133,C10103,0
-2.6370064933532595,-0.8712476277395758,C10104,4
-1.9873244232305718,-1.0830123272162855,C10105,4
0.30502991871783414,-2.0941838129561794,C10106,0
4.229993629683111,0.1709894628509841,C10107,1
0.05669368863962186,-2.0933980941795682,C10108,0
-1.4796036852563519,0.06960970372113838,C10109,4
-0.8871802497435975,1.1034478200934286,C10110,4
0.5706250569453097,-1.5936170934755933,C10111,0
-1.6865953738412727,5.615120099448386,C10112,2
-0.35056659758419734,-0.6556349758456061,C10113,0
5.004906160913488,5.1897072153789665,C10114,1
1.2096930331294367,-1.4097618496984972,C10115,0
-1.5930694511002161,0.5165715958082006,C10116,4
3.2219517099585415,1.677744488017067,C10117,1
-1.2589964235296154,2.992536293730378,C10118,2
0.9277958152503042,-1.6018525648061162,C10119,0
1.2555878669126233,-1.5081968671581725,C10120,0
0.8244470883792233,-1.307716512405381,C10121,0
-1.8159540532528085,1.0258147349489672,C10122,4
-0.7138975472951045,-1.5104176990441838,C10123,0
-1.7214253115653122,0.9685502217988914,C10124,4
6.2379997359131085,3.356393224986208,C10125,1
-0.3019446123229655,-0.13383693779513361,C10126,4
4.816621214059432,-0.6269902472178049,C10127,1
-1.5854483835423248,0.7038806586881048,C10128,4
-0.034740701506887725,5.810021901884745,C10130,2
9.504391117272753,0.8983108294578986,C10131,3
-2.199294181573044,-0.6684832434881876,C10132,4
1.1331350152800022,-0.2624176890332033,C10133,0
-0.28161145991493414,6.4245418836122665,C10134,2
-1.7319241524972515,0.3798653543655173,C10135,4
-1.1249250135430209,-0.7756559939061942,C10136,4
1.5087755210388922,-0.09606800878172493,C10137,0
-0.8611267373873752,-1.4229121514052887,C10138,0
0.2808472568562286,8.09869370820003,C10139,2
0.3113779585552229,-1.4530576449206172,C10140,0
-0.2205480067939164,-0.6804554112435182,C10141,0
4.949365990307991,-0.1550453108200425,C10142,1
0.4797035384274388,-0.6342766320235762,C10143,0
19.168002729231166,6.659170894124762,C10144,3
0.634669050143922,-0.3269408940044801,C10145,0
-0.9921226961846966,-0.8694787193435741,C10146,4
-1.5286038038204028,0.5551974350307045,C10147,4
-1.6008430838048469,3.040117827858721,C10148,2
2.716754251679102,2.4710096553230065,C10149,1
5.6610053345573625,-0.5582664072339159,C10150,1
-0.6855140193457592,0.2620958353063614,C10151,4
0.45369091741719586,-1.0394075772975937,C10152,0
-1.1282978963820798,0.03425649929715519,C10153,4
-0.06473964086849755,-0.8871916102251421,C10154,0
1.1282761300680402,-0.270771479432316,C10155,0
2.717987300511513,2.636417673341226,C10156,1
3.4435610937513257,-0.8387846971007813,C10157,1
1.41113173782771,-1.9308245122651644,C10158,0
11.093941611280476,7.280958842785037,C10159,3
2.5994767138278108,-2.0063814883541724,C10160,1
0.8561840450820211,-0.12059140058863005,C10161,0
2.622814765569108,3.3402627125657878,C10162,2
-1.7388863646006993,0.23584746862691733,C10163,4
7.0306223567113175,0.8696517145716997,C10164,1
-1.524921786211196,-0.37537438750043095,C10165,4
-1.7746489491296606,1.1960124623341946,C10166,4
-1.1886210641317825,1.004944939094781,C10167,4
0.6153929409289273,-1.541144544524868,C10168,0
-0.8779633642333581,-0.47181467562925095,C10169,4
-0.2524697158863953,-1.9907953554483628,C10170,0
-1.1584864231367107,1.1786455894894239,C10171,4
0.26148818021021275,-1.2840061122067674,C10172,0
4.480921160364486,-0.08188305219018964,C10173,1
0.5234889542492991,-1.3748426692747442,C10174,0
0.8000421807650808,-0.883876887887869,C10175,0
-1.862296792462691,1.188864584413908,C10176,4
8.650291493881381,2.49352362400043,C10177,3
-0.9026916421094496,-0.771012225818824,C10178,4
-2.0427253430464236,1.6239410089913213,C10179,4
6.206030703906685,3.0123167791127594,C10180,1
-1.8023225479802714,0.07474655979608372,C10181,4
0.11275368954384117,0.22966391913490994,C10182,0
-1.7330526694275585,2.645082437453395,C10183,2
4.215838619650318,-0.8317926383071962,C10184,1
-0.9156937599536481,-1.3142645477516124,C10185,0
2.3356572243107783,-1.4203133230702756,C10186,1
-2.006037976627976,-1.2368257587353009,C10187,4
-0.1472198274562121,8.242424764289176,C10188,2
-1.3682517245683692,-0.7245328889535007,C10189,4
0.43954222375319146,-0.7438917361254224,C10190,0
1.011750400017769,-1.5477298020486083,C10191,0
-1.191336822730864,0.8806503355581724,C10192,4
0.717104806202887,-1.549670697843383,C10193,0
-0.5803372317015125,-0.4465689085078641,C10194,4
-0.8799469251772698,-0.3548990044811552,C10196,4
-1.056230996566174,-0.8492534773150283,C10197,4
-1.375922520647033,-0.5448809323333635,C10198,4
-1.7140906965390492,-0.40097679490414895,C10199,4
1.302392069348914,0.9536798397652771,C10200,0
0.051802279662579345,0.04377892036585435,C10201,0
3.063438579750616,0.31720094564799084,C10202,1
2.5529377040360095,-1.5222965835631597,C10203,1
2.5212640080137563,-1.014337802750453,C10204,1
-0.5902553402252932,0.010686589697520123,C10205,4
-1.1002614939370012,3.8178264082511872,C10206,2
-0.2945155233548207,0.2983796173128723,C10207,4
-0.7108545454403119,0.2522054161650991,C10208,4
0.19347705548156757,-2.0046886406729576,C10209,0
1.3748582701366456,2.4704784746757564,C10211,2
8.524286910662173,0.8547691975595314,C10212,3
-1.961103848745325,-1.319396056630059,C10213,4
-1.1857093803061742,1.507607193781981,C10214,4
0.1855176816391602,3.9704388563821347,C10215,2
1.67357645501652,2.984111622034316,C10216,2
-0.8295065275350633,-1.115018327525503,C10217,0
0.7523501745914175,4.8616164408970155,C10218,2
0.28182223167309617,0.14356047742886277,C10219,0
-1.0948011083989746,0.6262636212377252,C10220,4
0.14715759017579377,-0.7050718572975344,C10221,0
-1.132780240554443,-0.9745466943018747,C10222,4
-1.678072391075189,-1.0125261611971592,C10223,4
0.899206562114087,-1.1993085026760582,C10224,0
-0.8018540037060685,-0.7481198721906726,C10226,4
-0.6385485767137203,2.81668239384415,C10227,2
4.348353343779658,0.0726800059294726,C10228,1
10.337315797276021,2.370142107080805,C10229,3
1.5756933549867065,-0.23402500900681247,C10230,0
-1.8557452072419944,-0.8927890368148715,C10231,4
2.6896411708028256,0.48091243108945386,C10232,1
4.348225073335191,2.326949382995505,C10233,1
-1.496467113097267,-0.7081778038177583,C10234,4
1.9502667563620466,-0.2770468362941828,C10235,1
1.9583277241815815,-0.27153101028789917,C10236,1
-2.1378651233278902,-1.063514082886327,C10237,4
8.346829371929934,0.8233584028293347,C10238,3
0.17735366150219495,-1.1981867002641728,C10239,0
2.008299793911764,-1.249973856031269,C10240,0
0.8962872293880115,-0.18051446473107083,C10241,0
-1.4454651275206767,-0.3073495075360969,C10242,4
2.245134957725151,-0.4952193153703941,C10243,1
1.1740477337300002,-0.11077534619885916,C10244,0
0.14097547788795084,2.4957357581443307,C10245,2
-0.29401153309034894,0.6867236393823611,C10246,4
-0.9782577261462294,-0.6431129155831161,C10247,4
-0.48595275205325544,-0.7739987762734845,C10248,0
-0.7232033133515291,2.369891022876942,C10249,2
0.9489182586238128,-1.4645630846084092,C10250,0
5.445758701705883,-0.5187058448577592,C10251,1
-1.1869575751899402,-0.4439191902988986,C10252,4
3.112452861455557,-0.6922792334233225,C10253,1
-1.5660094325157856,-1.4094665442192966,C10254,4
2.049155443696126,-0.7947409190339663,C10255,1
-0.12868958474055767,-1.778713221984931,C10256,0
1.7436773616719452,6.370714366826821,C10257,2
4.633100901184915,1.133387370835452,C10258,1
-0.45233905069531033,1.9261838697572027,C10259,2
0.46396372473364494,-1.4228140930461373,C10260,0
-0.8887093463772032,-1.3476265870855866,C10261,0
1.9932465434863667,-1.1273376309136747,C10262,0
-1.2746048538388617,1.266650096090078,C10263,4
